seed_id,paraphrase_id,class,text
SEED-PREG-06,SEED-PREG-06-P3,pregnancy,Is a pelvic exam mandatory right away at my first visit?
SEED-PREG-06,SEED-PREG-06-P4,pregnancy,Can I refuse or delay a pelvic exam at the clinic?
SEED-PREG-07,SEED-PREG-07-P1,pregnancy,What happens during my first antenatal appointment?
SEED-PREG-07,SEED-PREG-07-P2,pregnancy,What will they do at my first antenatal checkup?
SEED-PREG-07,SEED-PREG-07-P3,pregnancy,What can I expect to happen at my initial antenatal visit?
SEED-PREG-07,SEED-PREG-07-P4,pregnancy,What's involved in the first antenatal care visit?
SEED-PREG-08,SEED-PREG-08-P1,pregnancy,Is there help available if my family isn't aware I'm pregnant?
SEED-PREG-08,SEED-PREG-08-P2,pregnancy,Can I still get support without telling my family I'm pregnant?
SEED-PREG-08,SEED-PREG-08-P3,pregnancy,What support can I access if I haven't told my family about my pregnancy?
SEED-PREG-08,SEED-PREG-08-P4,pregnancy,Is support available even if my parents don't know?
SEED-PREG-09,SEED-PREG-09-P1,pregnancy,Why are the health risks higher for teenage mothers compared to adults?
SEED-PREG-09,SEED-PREG-09-P2,pregnancy,What makes pregnancy riskier for teenagers than for adult women?
SEED-PREG-09,SEED-PREG-09-P3,pregnancy,Why is teenage pregnancy considered more risky than adult pregnancy?
SEED-PREG-09,SEED-PREG-09-P4,pregnancy,What causes teen mothers to have higher health risks than older mothers?
SEED-PREG-10,SEED-PREG-10-P1,pregnancy,Is it normal to feel nervous about antenatal checkups?
SEED-PREG-10,SEED-PREG-10-P2,pregnancy,Is it okay to be scared about going for pregnancy checkups?
SEED-PREG-10,SEED-PREG-10-P3,pregnancy,Am I normal for feeling anxious about pregnancy appointments?
SEED-PREG-10,SEED-PREG-10-P4,pregnancy,Is being afraid of checkups a normal feeling during pregnancy?
SEED-PREG-11,SEED-PREG-11-P1,pregnancy,My period hasn't come yet should I be concerned?
SEED-PREG-11,SEED-PREG-11-P2,pregnancy,I'm late on my period is that something to worry about?
SEED-PREG-11,SEED-PREG-11-P3,pregnancy,My period is delayed should this worry me?
SEED-PREG-11,SEED-PREG-11-P4,pregnancy,Is a late period something I need to be worried about?
SEED-PREG-12,SEED-PREG-12-P1,pregnancy,How early can I take a pregnancy test?
SEED-PREG-12,SEED-PREG-12-P2,pregnancy,When is the earliest I can test for pregnancy?
SEED-PREG-12,SEED-PREG-12-P3,pregnancy,How long should I wait before taking a pregnancy test?
SEED-PREG-12,SEED-PREG-12-P4,pregnancy,What's the soonest I can check if I'm pregnant?
SEED-PREG-13,SEED-PREG-13-P1,pregnancy,My pregnancy test was negative but I still haven't gotten my period
SEED-PREG-13,SEED-PREG-13-P2,pregnancy,I tested negative but my period still hasn't come
SEED-PREG-13,SEED-PREG-13-P3,pregnancy,Why is my period late even though the test was negative?
SEED-PREG-13,SEED-PREG-13-P4,pregnancy,The test came back negative but my period is still missing
SEED-PREG-14,SEED-PREG-14-P1,pregnancy,My pregnancy test was positive what do I do now?
SEED-PREG-14,SEED-PREG-14-P2,pregnancy,I just found out I'm pregnant what are my next steps?
SEED-PREG-14,SEED-PREG-14-P3,pregnancy,The test came back positive what should I do next?
SEED-PREG-14,SEED-PREG-14-P4,pregnancy,Now that I know I'm pregnant what happens next?
SEED-PREG-15,SEED-PREG-15-P1,pregnancy,I missed my period does that mean I'm pregnant?
SEED-PREG-15,SEED-PREG-15-P2,pregnancy,My period didn't come could I be pregnant?
SEED-PREG-15,SEED-PREG-15-P3,pregnancy,Does a missed period mean I'm definitely pregnant?
SEED-PREG-15,SEED-PREG-15-P4,pregnancy,I skipped my period am I pregnant?
