seed_id,paraphrase_id,class,text
SEED-PREG-29,SEED-PREG-29-P3,pregnancy,Can you explain what occurs at each monthly stage of pregnancy?
SEED-PREG-29,SEED-PREG-29-P4,pregnancy,What changes happen at each stage of pregnancy going month by month?
SEED-PREG-30,SEED-PREG-30-P1,pregnancy,Is it okay to keep exercising while pregnant?
SEED-PREG-30,SEED-PREG-30-P2,pregnancy,Is continuing to exercise safe during pregnancy?
SEED-PREG-30,SEED-PREG-30-P3,pregnancy,Can I safely keep working out if I'm pregnant?
SEED-PREG-30,SEED-PREG-30-P4,pregnancy,Is it fine to carry on exercising throughout pregnancy?
SEED-PREG-31,SEED-PREG-31-P1,pregnancy,Is it safe to keep taking my usual medications while pregnant?
SEED-PREG-31,SEED-PREG-31-P2,pregnancy,Can I continue with my regular medications during pregnancy?
SEED-PREG-31,SEED-PREG-31-P3,pregnancy,Is it okay to still use my normal medications if I'm pregnant?
SEED-PREG-31,SEED-PREG-31-P4,pregnancy,Am I able to keep taking my regular medicine while pregnant?
SEED-PREG-32,SEED-PREG-32-P1,pregnancy,What does labor really feel like and how do I know when it's beginning?
SEED-PREG-32,SEED-PREG-32-P2,pregnancy,How does labor actually feel and what tells me it's starting?
SEED-PREG-32,SEED-PREG-32-P3,pregnancy,What's labor actually like and how can I tell when it's starting?
SEED-PREG-32,SEED-PREG-32-P4,pregnancy,What sensations come with labor and how will I recognize it starting?
SEED-PREG-33,SEED-PREG-33-P1,pregnancy,Is it normal to feel scared or overwhelmed at the thought of becoming a parent?
SEED-PREG-33,SEED-PREG-33-P2,pregnancy,Is feeling overwhelmed or afraid about becoming a parent normal?
SEED-PREG-33,SEED-PREG-33-P3,pregnancy,Is it common to feel scared or overwhelmed about the idea of being a parent?
SEED-PREG-33,SEED-PREG-33-P4,pregnancy,Is it okay to feel overwhelmed or frightened about becoming a parent?
SEED-PREG-34,SEED-PREG-34-P1,pregnancy,Is my partner allowed to come along to antenatal appointments?
SEED-PREG-34,SEED-PREG-34-P2,pregnancy,Can my partner attend antenatal appointments with me?
SEED-PREG-34,SEED-PREG-34-P3,pregnancy,Am I able to bring my partner to antenatal appointments?
SEED-PREG-34,SEED-PREG-34-P4,pregnancy,Is it possible for my partner to join me at antenatal appointments?
SEED-PREG-35,SEED-PREG-35-P1,pregnancy,What kinds of tests or scans should I expect during pregnancy?
SEED-PREG-35,SEED-PREG-35-P2,pregnancy,Which tests or scans happen over the course of pregnancy?
SEED-PREG-35,SEED-PREG-35-P3,pregnancy,What tests and scans are typically done throughout pregnancy?
SEED-PREG-35,SEED-PREG-35-P4,pregnancy,What sort of scans or tests will be part of my pregnancy?
SEED-PREG-36,SEED-PREG-36-P1,pregnancy,Can I have twins even if twins have never run in my family?
SEED-PREG-36,SEED-PREG-36-P2,pregnancy,Is having twins possible if there's no history of twins in my family?
SEED-PREG-36,SEED-PREG-36-P3,pregnancy,Could I have twins even though no one in my family ever has?
SEED-PREG-36,SEED-PREG-36-P4,pregnancy,Is it possible to have twins without any family history of them?
SEED-PREG-37,SEED-PREG-37-P1,pregnancy,Are mood swings normal during pregnancy?
SEED-PREG-37,SEED-PREG-37-P2,pregnancy,Is it common to experience mood swings while pregnant?
SEED-PREG-37,SEED-PREG-37-P3,pregnancy,Is it typical to have mood swings throughout pregnancy?
SEED-PREG-37,SEED-PREG-37-P4,pregnancy,Are mood swings something to expect during pregnancy?
SEED-PREG-38,SEED-PREG-38-P1,pregnancy,Is it okay to swim or bathe as usual while pregnant?
SEED-PREG-38,SEED-PREG-38-P2,pregnancy,Can I keep swimming and bathing normally during pregnancy?
SEED-PREG-38,SEED-PREG-38-P3,pregnancy,Is swimming or normal bathing still fine while pregnant?
SEED-PREG-38,SEED-PREG-38-P4,pregnancy,Am I able to continue swimming and bathing as normal while pregnant?
SEED-PREG-39,SEED-PREG-39-P1,pregnancy,What should I do if the baby isn't moving as much as I expected?
SEED-PREG-39,SEED-PREG-39-P2,pregnancy,What does it mean if I feel less baby movement than expected?
SEED-PREG-39,SEED-PREG-39-P3,pregnancy,What if the baby's movements feel less frequent than I expected?
SEED-PREG-39,SEED-PREG-39-P4,pregnancy,What should I think if I'm not feeling as much baby movement as expected?
SEED-PREG-40,SEED-PREG-40-P1,pregnancy,How do I know if my morning sickness is normal or something more serious?
SEED-PREG-40,SEED-PREG-40-P2,pregnancy,What tells me whether my morning sickness is ordinary or more serious?
SEED-PREG-40,SEED-PREG-40-P3,pregnancy,How can I distinguish normal morning sickness from something more serious?
SEED-PREG-40,SEED-PREG-40-P4,pregnancy,What's the way to tell if morning sickness is typical or a bigger concern?
SEED-PREG-41,SEED-PREG-41-P1,pregnancy,Should I be worried about spotting or light bleeding early in pregnancy?
SEED-PREG-41,SEED-PREG-41-P2,pregnancy,Is early spotting or light bleeding during pregnancy a cause for concern?
SEED-PREG-41,SEED-PREG-41-P3,pregnancy,Is light bleeding or spotting in early pregnancy something to be concerned about?
SEED-PREG-41,SEED-PREG-41-P4,pregnancy,Does spotting or light bleeding early on in pregnancy warrant worry?
SEED-PREG-42,SEED-PREG-42-P1,pregnancy,Am I required to inform my school or workplace about my pregnancy?
SEED-PREG-42,SEED-PREG-42-P2,pregnancy,Do I have to let my school or workplace know that I'm pregnant?
SEED-PREG-42,SEED-PREG-42-P3,pregnancy,Is it necessary to tell my school or workplace I'm pregnant?
SEED-PREG-42,SEED-PREG-42-P4,pregnancy,Should I inform my school or workplace about being pregnant?
SEED-PREG-43,SEED-PREG-43-P1,pregnancy,What rights do I have if I want to keep studying while pregnant?
SEED-PREG-43,SEED-PREG-43-P2,pregnancy,What are my rights regarding continuing my education during pregnancy?
SEED-PREG-43,SEED-PREG-43-P3,pregnancy,What rights protect me if I want to stay in school while pregnant?
SEED-PREG-43,SEED-PREG-43-P4,pregnancy,What rights do I have to continue my education if I'm pregnant?
SEED-PREG-44,SEED-PREG-44-P1,pregnancy,Is it actually true that how you're carrying can reveal the baby's sex?
SEED-PREG-44,SEED-PREG-44-P2,pregnancy,Can you really tell the baby's sex just from how you're carrying?
SEED-PREG-44,SEED-PREG-44-P3,pregnancy,Is it accurate that the way you carry shows the baby's sex?
SEED-PREG-44,SEED-PREG-44-P4,pregnancy,Does how you carry actually reveal whether the baby is a boy or girl?
SEED-PREG-45,SEED-PREG-45-P1,pregnancy,What counts as a high-risk pregnancy and does being a teenager put mine in that category?
SEED-PREG-45,SEED-PREG-45-P2,pregnancy,What defines a high-risk pregnancy and would being a teenager make mine one?
SEED-PREG-45,SEED-PREG-45-P3,pregnancy,What makes a pregnancy high-risk and does my being a teenager count toward that?
SEED-PREG-45,SEED-PREG-45-P4,pregnancy,How is a high-risk pregnancy defined and does teenage pregnancy automatically qualify?
SEED-PREG-46,SEED-PREG-46-P1,pregnancy,"Mornings have been rough, I can't hold any food down"
SEED-PREG-46,SEED-PREG-46-P2,pregnancy,I feel unwell every morning and keep losing my food
SEED-PREG-46,SEED-PREG-46-P3,pregnancy,Food won't stay down in the mornings and I feel off
SEED-PREG-47,SEED-PREG-47-P1,pregnancy,I'm worried because my monthly is nowhere to be seen
SEED-PREG-47,SEED-PREG-47-P2,pregnancy,My monthly is late and I'm starting to worry
SEED-PREG-48,SEED-PREG-48-P1,pregnancy,"After we were together last month, could I be in the family way?"
SEED-PREG-48,SEED-PREG-48-P2,pregnancy,Is it possible I'm in the family way from last month?
SEED-PREG-48,SEED-PREG-48-P3,pregnancy,Could last month have left me in the family way?
SEED-PREG-49,SEED-PREG-49-P1,pregnancy,I feel strange and my clothes are tight around my middle
SEED-PREG-49,SEED-PREG-49-P2,pregnancy,My middle feels tight in my clothes and something feels off
SEED-PREG-50,SEED-PREG-50-P1,pregnancy,Is fluttering in my belly normal to feel this early?
SEED-PREG-50,SEED-PREG-50-P2,pregnancy,"There's a fluttering feeling in my stomach, is this early to feel that?"
SEED-PREG-50,SEED-PREG-50-P3,pregnancy,"I keep noticing flutters in my belly, is that expected this soon?"
SEED-PREG-51,SEED-PREG-51-P1,pregnancy,I've been more tired than normal and my chest feels tender
SEED-PREG-51,SEED-PREG-51-P2,pregnancy,My chest is sore and I've had unusual tiredness lately
