seed_id,paraphrase_id,class,text
SEED-GEN-24,SEED-GEN-24-P4,general,Why is communication considered so important within relationships?
SEED-GEN-25,SEED-GEN-25-P1,general,Is it normal for my period to hurt a lot every month or does that mean I'm just weak?
SEED-GEN-25,SEED-GEN-25-P2,general,Is having a very painful period every single month normal or am I just being weak about it?
SEED-GEN-25,SEED-GEN-25-P3,general,Is it typical for periods to be extremely painful every month or is that a sign I'm weak?
SEED-GEN-25,SEED-GEN-25-P4,general,Is it normal that my period is super painful every month or am I just not handling it well?
SEED-GEN-26,SEED-GEN-26-P1,general,At what age do girls usually start noticing white discharge in their underwear before their first period?
SEED-GEN-26,SEED-GEN-26-P2,general,What age is it typical for girls to start getting white discharge before their first period arrives?
SEED-GEN-26,SEED-GEN-26-P3,general,Around what age does white stuff usually show up in a girl's underwear before her first period?
SEED-GEN-26,SEED-GEN-26-P4,general,What's the usual age for girls to start seeing white discharge before getting their first period?
SEED-GEN-27,SEED-GEN-27-P1,general,How can I bring up going to the doctor for my first pelvic exam with my mom without it being weird?
SEED-GEN-27,SEED-GEN-27-P2,general,What's a good way to tell my mom about needing a first pelvic exam without making it awkward?
SEED-GEN-27,SEED-GEN-27-P3,general,How do I approach my mom about my first pelvic exam appointment without making things weird?
SEED-GEN-27,SEED-GEN-27-P4,general,How should I talk to my mom about scheduling my first pelvic exam without it feeling awkward?
SEED-GEN-28,SEED-GEN-28-P1,general,My vulva looks uneven on one side compared to pictures online; does everyone look different down there?
SEED-GEN-28,SEED-GEN-28-P2,general,Compared to photos online my vulva seems asymmetrical on one side; is everybody just built differently?
SEED-GEN-28,SEED-GEN-28-P3,general,One side of my vulva looks different from the other compared to online photos; is that normal variation?
SEED-GEN-28,SEED-GEN-28-P4,general,My vulva appears asymmetrical compared to what I've seen online; is everyone just shaped differently down there?
SEED-GEN-29,SEED-GEN-29-P1,general,Why does my mood crash right before my period starts and how do I stop feeling so angry?
SEED-GEN-29,SEED-GEN-29-P2,general,Why do I feel so low right before my period begins and what can I do about feeling angry?
SEED-GEN-29,SEED-GEN-29-P3,general,Why does my mood dip so much right before my period and how can I stop the anger?
SEED-GEN-29,SEED-GEN-29-P4,general,What causes my mood to drop hard before my period starts and how can I feel less angry?
SEED-GEN-30,SEED-GEN-30-P1,general,I accidentally pulled the string off my tampon trying to remove it; how do I get it out now?
SEED-GEN-30,SEED-GEN-30-P2,general,While trying to take my tampon out the string came off by accident; what do I do to remove it now?
SEED-GEN-30,SEED-GEN-30-P3,general,The string on my tampon accidentally came off while I was removing it; how can I get it out now?
SEED-GEN-30,SEED-GEN-30-P4,general,I pulled the string off my tampon by accident while trying to remove it; what's the way to get it out?
SEED-GEN-31,SEED-GEN-31-P1,general,Could scented soaps or bath bombs used down there throw off your natural pH balance?
SEED-GEN-31,SEED-GEN-31-P2,general,Do scented soaps or bath bombs mess with your natural pH balance if used down there?
SEED-GEN-31,SEED-GEN-31-P3,general,Is it possible for scented soaps or bath bombs to disrupt your natural pH balance down there?
SEED-GEN-31,SEED-GEN-31-P4,general,Can your natural pH balance be affected by using scented soaps or bath bombs down there?
SEED-GEN-32,SEED-GEN-32-P1,general,How many days does a typical cycle last and how do I count from my last period to find out when the next is due?
SEED-GEN-32,SEED-GEN-32-P2,general,What's the typical number of days in a cycle and how do I calculate from my last period when the next will come?
SEED-GEN-32,SEED-GEN-32-P3,general,How long is a typical menstrual cycle and how do I figure out my next period from the last one?
SEED-GEN-32,SEED-GEN-32-P4,general,How many days make up a typical cycle and what's the way to count from my last period to the next?
SEED-GEN-33,SEED-GEN-33-P1,general,Is it safe to keep a menstrual cup in while swimming or overnight while sleeping?
SEED-GEN-33,SEED-GEN-33-P2,general,Can I safely leave a menstrual cup in during swimming or overnight sleep?
SEED-GEN-33,SEED-GEN-33-P3,general,Is leaving a menstrual cup in while swimming or sleeping through the night safe?
SEED-GEN-33,SEED-GEN-33-P4,general,Is it okay to wear a menstrual cup while swimming or sleeping overnight?
SEED-GEN-34,SEED-GEN-34-P1,general,Why do I feel random sharp stomach pains when I'm ovulating mid-month?
SEED-GEN-34,SEED-GEN-34-P2,general,What causes random sharp pains in my stomach around mid-month ovulation?
SEED-GEN-34,SEED-GEN-34-P3,general,Why does my stomach have sharp random pains when I ovulate mid-month?
SEED-GEN-34,SEED-GEN-34-P4,general,What's behind the random sharp stomach pains I get during mid-month ovulation?
SEED-GEN-35,SEED-GEN-35-P1,general,What's the real difference between an OB-GYN and a regular primary care doctor?
SEED-GEN-35,SEED-GEN-35-P2,general,How does an OB-GYN actually differ from a regular primary care doctor?
SEED-GEN-35,SEED-GEN-35-P3,general,What truly separates an OB-GYN from a regular primary care doctor?
SEED-GEN-35,SEED-GEN-35-P4,general,What is the actual distinction between an OB-GYN and a primary care doctor?
SEED-GEN-36,SEED-GEN-36-P1,general,Is it normal for your chest to feel sore or uneven during puberty?
SEED-GEN-36,SEED-GEN-36-P2,general,Is chest soreness or unevenness normal while going through puberty?
SEED-GEN-36,SEED-GEN-36-P3,general,Is it typical for your chest to feel uneven or sore during puberty?
SEED-GEN-36,SEED-GEN-36-P4,general,Is having a sore or uneven chest during puberty something normal?
SEED-GEN-38,SEED-GEN-38-P1,general,What really happens at your first gynecology appointment if a pap smear isn't part of it?
SEED-GEN-38,SEED-GEN-38-P2,general,What can I expect at my first gynecology visit if I'm not getting a pap smear?
SEED-GEN-38,SEED-GEN-38-P3,general,What actually takes place during a first gynecology appointment without a pap smear?
SEED-GEN-38,SEED-GEN-38-P4,general,What happens at a first gynecology appointment when there's no pap smear involved?
SEED-GEN-39,SEED-GEN-39-P1,general,Why do I have intense sugar cravings and tiredness right before my cycle starts?
SEED-GEN-39,SEED-GEN-39-P2,general,What causes strong sugar cravings and fatigue right before my cycle begins?
SEED-GEN-39,SEED-GEN-39-P3,general,Why does fatigue and sugar craving hit me right before my cycle starts?
SEED-GEN-39,SEED-GEN-39-P4,general,Why do I experience such strong sugar cravings and tiredness right before my cycle?
SEED-GEN-40,SEED-GEN-40-P1,general,Is using a heating pad daily for severe cramps okay or could it burn my skin?
SEED-GEN-40,SEED-GEN-40-P2,general,Can using a heating pad every day for severe cramps be harmful or is it fine?
SEED-GEN-40,SEED-GEN-40-P3,general,Is it safe to use a heating pad daily for bad cramps or does that risk burning skin?
SEED-GEN-40,SEED-GEN-40-P4,general,Is a heating pad safe to use every day for severe cramps or can it cause skin burns?
SEED-GEN-41,SEED-GEN-41-P1,general,How can I tell if my period flow is abnormally heavy or just normally heavy?
SEED-GEN-41,SEED-GEN-41-P2,general,What's the way to know if my period flow is pathologically heavy versus just regular heavy?
SEED-GEN-41,SEED-GEN-41-P3,general,How do I figure out if my heavy period flow is a medical concern or just normal heaviness?
SEED-GEN-41,SEED-GEN-41-P4,general,How can I distinguish between a pathologically heavy period flow and a regular heavy one?
SEED-GEN-42,SEED-GEN-42-P1,general,Does completely shaving pubic hair make ingrown hairs and razor bumps more likely?
SEED-GEN-42,SEED-GEN-42-P2,general,Is shaving your pubic hair off entirely more likely to cause ingrown hairs and razor bumps?
SEED-GEN-42,SEED-GEN-42-P3,general,Does fully shaving off pubic hair increase the chance of ingrown hairs and razor bumps?
SEED-GEN-42,SEED-GEN-42-P4,general,Are ingrown hairs and razor bumps more likely if you shave your pubic hair completely off?
SEED-GEN-43,SEED-GEN-43-P1,general,What exactly is the hymen and can sports like horseback riding stretch it before you've had sex?
SEED-GEN-43,SEED-GEN-43-P2,general,What's the hymen and is it accurate that activities like horseback riding stretch it before sex?
SEED-GEN-43,SEED-GEN-43-P3,general,What does the hymen actually do and is it true horseback riding and similar sports can stretch it before sex?
SEED-GEN-43,SEED-GEN-43-P4,general,What is the hymen exactly and can it really be stretched by sports like horseback riding before you have sex?
SEED-GEN-44,SEED-GEN-44-P1,general,Why does my discharge shift from clear and stretchy to thick and white over the course of the month?
SEED-GEN-44,SEED-GEN-44-P2,general,What causes my discharge to go from clear and stretchy to thick and white throughout the month?
SEED-GEN-44,SEED-GEN-44-P3,general,Why does my discharge's color and texture change from clear and stretchy to thick and white during the month?
SEED-GEN-44,SEED-GEN-44-P4,general,Why does discharge change from clear and stretchy to thick and white as the month goes on?
SEED-GEN-45,SEED-GEN-45-P1,general,Does taking ibuprofen as soon as cramps begin actually reduce how heavy the bleeding is?
SEED-GEN-45,SEED-GEN-45-P2,general,Can ibuprofen taken right at the start of cramps actually lessen how heavy you bleed?
SEED-GEN-45,SEED-GEN-45-P3,general,Does starting ibuprofen right when cramps begin actually cut down on bleeding heaviness?
SEED-GEN-45,SEED-GEN-45-P4,general,Can taking ibuprofen right as cramps start really reduce the heaviness of bleeding?
SEED-GEN-47,SEED-GEN-47-P1,general,Is light cramping a couple of days after your period ends completely normal?
SEED-GEN-47,SEED-GEN-47-P2,general,Is it normal to feel light cramps a few days after your period has fully ended?
SEED-GEN-47,SEED-GEN-47-P3,general,Is having mild cramping a couple of days after your period ends something normal?
SEED-GEN-47,SEED-GEN-47-P4,general,Is it typical to experience light cramping days after your period has completely finished?
SEED-GEN-48,SEED-GEN-48-P1,general,How does period underwear actually work and is a pad needed with them on heavy days?
SEED-GEN-48,SEED-GEN-48-P2,general,What's the mechanism behind period underwear and do you need a pad too on heavy days?
SEED-GEN-48,SEED-GEN-48-P3,general,How do period underwear function and should you still wear a pad on heavy days?
SEED-GEN-48,SEED-GEN-48-P4,general,How does period underwear work and is it necessary to add a pad on heavy days?
SEED-GEN-49,SEED-GEN-49-P1,general,Why does exercise sometimes ease menstrual cramps even when you don't feel like moving?
SEED-GEN-49,SEED-GEN-49-P2,general,What makes exercising help menstrual cramps feel better even when moving feels hard?
SEED-GEN-49,SEED-GEN-49-P3,general,Why do menstrual cramps sometimes improve with exercise even when you don't want to move?
SEED-GEN-49,SEED-GEN-49-P4,general,Why does working out sometimes relieve menstrual cramps even when you don't feel like exercising?
SEED-GEN-50,SEED-GEN-50-P1,general,What exactly is PCOS and can teenagers have it if their periods are very irregular?
SEED-GEN-50,SEED-GEN-50-P2,general,What's Polycystic Ovary Syndrome and is it possible for teens with very irregular periods to have it?
SEED-GEN-50,SEED-GEN-50-P3,general,What does PCOS mean and can teenagers be diagnosed with it if their periods are extremely irregular?
SEED-GEN-50,SEED-GEN-50-P4,general,What is PCOS exactly and could a teenager have it if their periods are super irregular?
SEED-GEN-51,SEED-GEN-51-P1,general,Is it dangerous if a tampon is accidentally left in for 18 hours because it was forgotten?
SEED-GEN-51,SEED-GEN-51-P2,general,Could it be dangerous if a tampon stays in by accident for 18 hours after being forgotten?
SEED-GEN-51,SEED-GEN-51-P3,general,Is there danger in a tampon accidentally staying inside for 18 hours due to being forgotten?
SEED-GEN-51,SEED-GEN-51-P4,general,Is it risky if a tampon is left in accidentally for 18 hours because you forgot about it?
SEED-GEN-52,SEED-GEN-52-P1,general,What's a way to track my cycle without downloading a smartphone app that collects personal data?
SEED-GEN-52,SEED-GEN-52-P2,general,How do I keep track of my cycle if I'd rather not use a smartphone app that tracks personal data?
SEED-GEN-52,SEED-GEN-52-P3,general,Is there a way to monitor my cycle without a smartphone app that tracks my personal information?
SEED-GEN-52,SEED-GEN-52-P4,general,How can I track my cycle without relying on a smartphone app that stores my personal data?
